ciudad,distrito,barrio,precio_m2_barrio,precio_m2_distrito
Madrid,Carabanchel,Abrantes,2.0463666666666667,2.526469902912621
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Arganzuela,Acacias,4.674999772727273,4.9584691262135925
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Retiro,Adelfas,6.296248076923077,11.414302589073635
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Barajas,Aeropuerto,1.5275,5.405872340425533
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Latina,Águilas,2.4922,2.714021145833333
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Madrid,Barajas,Alameda de Osuna,5.817142857142857,5.405872340425533
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Alcalá de Henares,Alcalá de Henares,Alcalá de Henares,3.1102548979591833,3.1102548979591833
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Chamberí,Almagro,18.46396629213483,14.190719318181818
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
Madrid,Latina,Aluche,2.5153018421052633,2.714021145833333
